"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LD-1700","Emergency Room Care","17646543","Interior Health Authority","17647094","Emergency Health Services","Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. 	 Hours may vary, or be subject to change, in rural communities. 	 	 Individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17647124","17646553","","https://www.interiorhealth.ca/services/emergency-health-services",,"Y",,"24 hours a day, 7 days a week","97 1st Avenue NE","","","","Nakusp","BC","V0G 1R0","50.238724","-117.794638","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646553"
"LD-1700","Emergency Room Care","17646543","Interior Health Authority","17647094","Emergency Health Services","Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. 	 Hours may vary, or be subject to change, in rural communities. 	 	 Individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17647125","17646738","","https://www.interiorhealth.ca/services/emergency-health-services",,"Y",,"24 hours a day, 7 days a week","2268 Pandosy Street","","","","Kelowna","BC","V1Y 1T2","49.873281","-119.491273","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646738"
"LD-1700","Emergency Room Care","17646543","Interior Health Authority","17647094","Emergency Health Services","Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. 	 Hours may vary, or be subject to change, in rural communities. 	 	 Individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17647126","17646551","","https://www.interiorhealth.ca/services/emergency-health-services",,"Y",,"24 hours a day, 7 days a week","1200 Hospital Bench","","","","Trail","BC","V1R 4M1","49.103180","-117.701470","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646551"
"LD-1700","Emergency Room Care","17646543","Interior Health Authority","17647094","Emergency Health Services","Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. 	 Hours may vary, or be subject to change, in rural communities. 	 	 Individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17647127","17646580","","https://www.interiorhealth.ca/services/emergency-health-services",,"Y",,"24 hours a day, 7 days a week","2101 32nd Street","","","","Vernon","BC","V1T 5L2","50.256925","-119.273751","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646580"
"LD-1700","Emergency Room Care","17646543","Interior Health Authority","17647094","Emergency Health Services","Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. 	 Hours may vary, or be subject to change, in rural communities. 	 	 Individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17647128","17646898","","https://www.interiorhealth.ca/services/emergency-health-services",,"Y",,"24 hours a day, 7 days a week","311 Columbia Street","","","","Kamloops","BC","V2C 2T1","50.671418","-120.334025","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646898"
"LD-1700","Emergency Room Care","17646543","Interior Health Authority","17647094","Emergency Health Services","Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. 	 Hours may vary, or be subject to change, in rural communities. 	 	 Individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17647131","17646669","","https://www.interiorhealth.ca/services/emergency-health-services",,"Y",,"24 hours a day, 7 days a week","401 Galena Avenue","","","","New Denver","BC","V0G 1S0","49.984216","-117.373941","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646669"
"LD-1700","Emergency Room Care","17646543","Interior Health Authority","17647094","Emergency Health Services","Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. 	 Hours may vary, or be subject to change, in rural communities. 	 	 Individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17647133","17646759","","https://www.interiorhealth.ca/services/emergency-health-services",,"Y",,"Hours subject to change; call ahead before going to the hospital.","825 Thompson Avenue","","","","Chase","BC","V0E 1M0","50.818238","-119.685680","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646759"
"LD-1700","Emergency Room Care","17646543","Interior Health Authority","17647094","Emergency Health Services","Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. 	 Hours may vary, or be subject to change, in rural communities. 	 	 Individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17647134","17646788","","https://www.interiorhealth.ca/services/emergency-health-services",,"Y",,"24 hours a day, 7 days a week","16452 Chilcotin-Bella Coola Hwy 20","","","","Tatla Lake","BC","V0L 1V0","51.898899","-124.583244","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646788"
"LD-1700","Emergency Room Care","17646543","Interior Health Authority","17647094","Emergency Health Services","Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. 	 Hours may vary, or be subject to change, in rural communities. 	 	 Individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17647136","17647135","","https://www.interiorhealth.ca/services/emergency-health-services",,"Y",,"24 hours a day, 7 days a week","7649 22nd Street","","","","Grand Forks","BC","V0H 1H2","49.030363","-118.467838","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647135"
"LD-1700","Emergency Room Care","17646543","Interior Health Authority","17647094","Emergency Health Services","Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. 	 Hours may vary, or be subject to change, in rural communities. 	 	 Individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17647137","17646829","","https://www.interiorhealth.ca/services/emergency-health-services",,"Y",,"Mon 09:00 - 16:30; Tue 09:00 - 16:30; Wed 09:00 - 16:30; Thu 09:00 - 16:30; Fri 09:00 - 16:30; Closed statutory holidays. Hours subject to change; call ahead before going to the hospital. Elk Valley Hospital in Fernie is open 24-hours.","212 Alpine Way","","","","Elkford","BC","V0B 1H0","50.021306","-114.918185","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646829"
"LD-1700","Emergency Room Care","17646543","Interior Health Authority","17647094","Emergency Health Services","Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. 	 Hours may vary, or be subject to change, in rural communities. 	 	 Individuals are encouraged to call ahead to confirm services will be available upon their arrival.","21397663","17647924","","https://www.interiorhealth.ca/services/emergency-health-services",,"Y",,"24 hours a day, 7 days a week","2592 Morton Road","","","","Alexis Creek","BC","V0L 1A0","52.085559","-123.275914","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647924"
"LD-1700","Emergency Room Care","17646543","Interior Health Authority","17647094","Emergency Health Services","Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. 	 Hours may vary, or be subject to change, in rural communities. 	 	 Individuals are encouraged to call ahead to confirm services will be available upon their arrival.","21397690","17647530","","https://www.interiorhealth.ca/services/emergency-health-services",,"Y",,"Mon 16:00 - 08:00; Tue 16:00 - 08:00; Wed 16:00 - 08:00; Thu 16:00 - 08:00;","322 Monashee Avenue","","","","Edgewood","BC","V0G 1J0","49.778410","-118.146151","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647530"
"LD-1700","Emergency Room Care","17646543","Interior Health Authority","17647094","Emergency Health Services","Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. 	 Hours may vary, or be subject to change, in rural communities. 	 	 Individuals are encouraged to call ahead to confirm services will be available upon their arrival.","55195223","17646784","","https://www.interiorhealth.ca/services/emergency-health-services",,"Y",,"Mon 08:00 - 16:00; Tue 08:00 - 16:00; Wed 08:00 - 16:00; Thu 08:00 - 16:00; Fri 08:00 - 16:00; Sat 08:00 - 16:00; Physician on-call after hours; call ahead to confirm availability. Closed statutory holidays.","700 3rd Street","","","","Keremeos","BC","V0X 1N3","49.205140","-119.831731","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646784"
"LD-1700","Emergency Room Care","17648936","Vancouver Coastal Health","17649851","Emergency Health Services","Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.","17649852","17648995","","https://www.vch.ca/en/health-topics/emergency-care",,"Y",,"Open 24 hours, 7 days a week","7000 Westminster Highway","","","","Richmond","BC","V6X 1A2","49.170162","-123.147547","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17648995"
"LD-1700","Emergency Room Care","17648936","Vancouver Coastal Health","17649851","Emergency Health Services","Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.","55362730","17648966","","https://www.vch.ca/en/health-topics/emergency-care",,"Y",,"Open 24 hours, 7 days a week","88 Waglisla Street","","","","Bella Bella","BC","V0T 1Z0","52.160187","-128.143874","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17648966"
"LD-1700","Emergency Room Care","17648936","Vancouver Coastal Health","17649851","Emergency Health Services","Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.","55362732","17648998","","https://www.vch.ca/en/health-topics/emergency-care",,"Y",,"Open 24 hours, 7 days a week","5544 Sunshine Coast Highway","","","","Sechelt","BC","V0N 3A0","49.475307","-123.749159","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17648998"
"LD-1700","Emergency Room Care","17648936","Vancouver Coastal Health","17649851","Emergency Health Services","Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.","55362734","17648993","","https://www.vch.ca/en/health-topics/emergency-care",,"Y",,"Open 24 hours, 7 days a week","5000 Joyce Avenue","","","","Powell River","BC","V8A 5R3","49.851072","-124.520727","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17648993"
"LD-1700","Emergency Room Care","17648936","Vancouver Coastal Health","17649851","Emergency Health Services","Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.","55362737","17649124","","https://www.vch.ca/en/health-topics/emergency-care",,"Y",,"Open 24 hours, 7 days a week","1025 Elcho Street","","","","Bella Coola","BC","V0T 1C0","52.372895","-126.762576","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17649124"
"LD-1700","Emergency Room Care","17648936","Vancouver Coastal Health","17649851","Emergency Health Services","Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.","55362740","17648961","","https://www.vch.ca/en/health-topics/emergency-care",,"Y",,"Open 24 hours, 7 days a week","231 East 15th Street","","","","North Vancouver","BC","V7L 2L7","49.320214","-123.068318","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17648961"
"LD-1700","Emergency Room Care","17648936","Vancouver Coastal Health","17649851","Emergency Health Services","Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.","55362743","17649260","","https://www.vch.ca/en/health-topics/emergency-care",,"Y",,"Open 24 hours, 7 days a week","38140 Behrner Drive","","","","Squamish","BC","V8B 0J3","49.700092","-123.140086","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17649260"
"LD-1700","Emergency Room Care","17648936","Vancouver Coastal Health","17649851","Emergency Health Services","Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.","55363049","17649180","","https://www.vch.ca/en/health-topics/emergency-care",,"Y",,"Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 08:00 - 22:00; On call staff may be available for after-hours services","4380 Lorimer Road","","","","Whistler","BC","V8E 1A7","50.120463","-122.954906","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17649180"
"LD-1700","Emergency Room Care","17648936","Vancouver Coastal Health","17649851","Emergency Health Services","Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.","55363051","17649176","","https://www.vch.ca/en/health-topics/emergency-care",,"Y",,"Mon 08:30 - 20:30; Tue 08:30 - 20:30; Wed 08:30 - 20:30; Thu 08:30 - 20:30; Fri 08:30 - 20:30; Sat 08:30 - 20:30; Sun 08:30 - 20:30;","1403 Portage Road","","","","Pemberton","BC","V0N 2L0","50.320760","-122.804482","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17649176"
"LD-1700","Emergency Room Care","17648936","Vancouver Coastal Health","17649851","Emergency Health Services","Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.","83644798","17648975","6048227121","https://www.vch.ca/en/health-topics/emergency-care",,"Y",,"Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 08:00 - 20:00; Sun 08:00 - 20:00; Open all statutory holidays","2211 Wesbrook Mall","","","","Vancouver","BC","V6T 2B5","49.264671","-123.244259","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17648975"
"LD-1700","Emergency Room Care","17648936","Vancouver Coastal Health","17649905","Emergency Health Services - Vancouver","Provides a full range of basic and highly specialized emergency health care and trauma services to all of BC. The hospital is responsible for providing tertiary and major trauma care, including complex and unique trauma services for the province. The emergency department assess and treats patients aged 17 and over. Children aged 16 and under should go to BC Children's Hospital. Services are prioritized based on the severity of a patient's condition upon arrival.","80850625","17648978","","https://www.vch.ca/en/health-topics/emergency-care",,"Y",,"Open 24 hours, 7 days a week","899 West 12th Avenue","","","","Vancouver","BC","V5Z 1M9","49.260558","-123.124094","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649905&SiteResourceAgencyNum=17648978"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651531","17650890","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week","2750 Kingcome Place","","","","Port McNeill","BC","V0N 2R0","50.580260","-127.067379","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650890"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651532","17651090","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week","9120 Granville Street","","","","Port Hardy","BC","V0N 2P0","50.720244","-127.503215","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17651090"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651533","17650866","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week","2166 Mount Newton Cross Road","","","","Saanichton","BC","V8M 2B2","48.594199","-123.411323","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650866"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651534","17650835","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week","1952 Bay Street","","","","Victoria","BC","V8R 1J8","48.434061","-123.326541","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650835"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651535","17650856","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week","375 2nd Avenue","","","","Campbell River","BC","V9W 3V1","50.011132","-125.243155","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650856"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651536","17650784","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"Open 24 hours a day, 7 days a week","1 Hospital Way","","","","Victoria","BC","V8Z 6R5","48.466809","-123.432576","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650784"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651537","17650858","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week","3045 Gibbins Road","","","","Duncan","BC","V9L 1E5","48.785009","-123.723323","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650858"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651538","17650860","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week","1200 Dufferin Crescent","","","","Nanaimo","BC","V9S 2B7","49.183502","-123.969945","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650860"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651539","17651030","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week","261 Neill Street","","","","Tofino","BC","V0R 2Z0","49.151591","-125.908605","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17651030"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651540","17650862","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week","3949 Port Alberni Highway","","","","Port Alberni","BC","V9Y 4S1","49.248801","-124.781792","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650862"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651541","17650864","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week","135 Crofton Road","","","","Salt Spring Island","BC","V8K 1T1","48.861445","-123.508599","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650864"
