"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651542","17651079","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week; call ahead to confirm.","1090 Marine Drive","","","","Port Alice","BC","V0N 2N0","50.425500","-127.487219","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17651079"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651543","17650887","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week","49 School Road","","","","Alert Bay","BC","V0N 1A0","50.583656","-126.926661","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650887"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651544","17650759","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week; call ahead to confirm.","601 Trumpeter Drive","","","","Gold River","BC","V0P 1G0","49.781250","-126.048774","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650759"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651545","17650941","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Call for after-hours availability","500 Parkway Drive","","","","Zeballos","BC","V0P 2A0","49.989011","-126.851068","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650941"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17651546","17650761","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"Mon 09:00 - 16:30; Tue 09:00 - 16:30; Wed 09:00 - 16:30; Thu 09:00 - 16:30; Fri 09:00 - 16:30; Call for after-hours availability","1085 S Maquinna Drive","","","","Tahsis","BC","V0P 1X0","49.913388","-126.663244","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650761"
"LD-1700","Emergency Room Care","17650682","Island Health","17651530","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","55363068","55347959","","https://www.islandhealth.ca/patients-visitors/visiting-emergency-department",,"Y",,"24 hours a day, 7 days a week","101 Lerwick Road","","","","Courtenay","BC","V9N 0B9","49.712428","-124.969565","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=55347959"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653136","17652353","2507748100","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","5315 Liard Street","","","","Fort Nelson","BC","V0C 1R0","58.809101","-122.703101","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652353"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653137","17652162","","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"Mon 08:00 - 16:30; Tue 08:00 - 16:30; Wed 08:00 - 16:30; Thu 08:00 - 16:30; Fri 08:00 - 16:30; Nurse and doctor on-call after hours","220 Front Street","","","","Tumbler Ridge","BC","V0C 2W0","55.125373","-121.001980","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652162"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653138","17652189","2507714444","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"Mon 08:30  - 16:30 ; Tue 08:30  - 16:30 ; Wed 08:30  - 16:30 ; Thu 08:30  - 16:30 ; Fri 08:30  - 16:30 ; Closed for lunch 12:00 - 13:00; call ahead for after-hours emergency care","48875 Highway 37","","","","Dease Lake","BC","V0C 1L0","58.441804","-129.992101","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652189"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653139","17652183","2506362221","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","904 Brightwell Street","","","","Stewart","BC","V0T 1W0","55.939636","-129.990761","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652183"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653140","17652340","2509968201","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","600 Stuart Drive E","","","","Fort St James","BC","V0J 1P0","54.442987","-124.245474","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652340"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653141","17652193","2506996225","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00;","130 Chowsunket Street","","","","Fraser Lake","BC","V0J 1S0","54.059109","-124.849774","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652193"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653142","17652205","","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"Mon 08:45 - 16:30; Tue 08:45 - 16:30; Wed 08:45 - 16:30; Thu 08:45 - 16:30; Fri 08:45 - 16:30; Nurse and doctor on-call after hours","1445 5th Avenue","","","","Valemount","BC","V0E 2Z0","52.832060","-119.270254","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652205"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653143","17652667","2506922400","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","741 Centre Street","","","","Burns Lake","BC","V0J 1E0","54.235568","-125.760016","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652667"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653144","17652147","2506322121","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","920 S Lahakas Blvd","","","","Kitimat","BC","V8C 2S3","54.050409","-128.647481","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652147"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653145","17652898","2506352211","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","4720 Haugland Avenue","","","","Terrace","BC","V8G 2W7","54.510843","-128.596516","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652898"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653146","17652145","2505652000","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","1475 Edmonton Street","","","","Prince George","BC","V2M 1S2","53.911251","-122.763153","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652145"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653147","17652267","","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week staffed by registered nurses; physician on-call after-hours","2520 Harrison Avenue","","","","Masset","BC","V0T 1M0","54.012317","-132.151708","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652267"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653148","17652557","2505594900","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","3209 Oceanview Drive","","","","Daajing Giids","BC","V0T 1S0","53.254868","-132.070526","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652557"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653149","17652292","2508472611","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","3950 8th Avenue","","","","Smithers","BC","V0J 2N0","54.784976","-127.163822","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652292"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653150","17652305","2506517677","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"Mon 09:00 - 16:30; Tue 09:00 - 16:30; Wed 09:00 - 16:30; Thu 09:00 - 16:30; Fri 09:00 - 16:30; On-call nurse available for after-hours emergencies; closed for lunch 12:00 - 13:00","188 Discovery Avenue","","","","Atlin","BC","V0W 1A0","59.574828","-133.704315","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652305"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653151","17652365","2509973263","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","45 Centennial Drive","","","","Mackenzie","BC","V0J 2C0","55.338120","-123.101288","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652365"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653152","17652295","2505692251","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","1136 5th Avenue","","","","McBride","BC","V0J 2E0","53.300909","-120.163080","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652295"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653153","17652143","2507828501","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","11100 13th Street","","","","Dawson Creek","BC","V1G 3W8","55.749057","-120.237333","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652143"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653154","17652606","2502625200","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","8407 112th Avenue","","","","Fort St John","BC","V1J 0J5","56.256892","-120.817122","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652606"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653155","17652672","2505672211","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","3255 Hospital Road","","","","Vanderhoof","BC","V0J 3A2","54.028760","-124.008821","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652672"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653156","17652141","2509855600","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","543 Front Street","","","","Quesnel","BC","V2J 2K7","52.981739","-122.498817","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652141"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653157","17652355","2508425211","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","2510 Highway 62","","","","Hazelton","BC","V0J 1Y1","55.259655","-127.651295","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652355"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653158","17652178","","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"Service only available when doctor is on-site; call ahead before going to the hospital.","10309 Kyllo Street","","","","Hudson's Hope","BC","V0C 1V0","56.026604","-121.914866","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652178"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653159","17652362","2507882236","https://www.northernhealth.ca/find-a-facility/hospitals",,"Y",,"24 hours a day, 7 days a week","5500 Hospital Road","","","","Chetwynd","BC","V0C 1J0","55.695973","-121.646320","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652362"
"LD-1700","Emergency Room Care","17652139","Northern Health","17653135","Emergency Health Services","Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.","17653160","17652308","2506242171","https://www.northernhealth.ca/find-a-facility/hospitals",,"N",,"24 hours a day, 7 days a week","1305 Summit Avenue","","","","Prince Rupert","BC","V8J 2A6","54.304265","-130.332179","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652308"
"LD-1700","Emergency Room Care","17654593","Providence Health Care Society","17654692","Emergency Health Services","Provides emergency health care services for Vancouver's downtown city centre and East Vancouver residents at two acute care hospitals. Services are prioritized based on the severity of a patient's condition upon arrival. St. Paul's Emergency Department specializes in complex and multiple diagnosis, surgery, internal medicine and speciality medicine. Mount Saint Joseph's Emergency Department offers full primary and secondary health services as well as providing specific multicultural services. Children are seen at this site, although there is no children's inpatient unit.","17654693","17654607","","https://www.providencehealthcare.org/hospitals-residences/st-pauls-hospital/emergency-services",,"Y","Translation services available","24 hours a day, 7 days a week","1081 Burrard Street","","","","Vancouver","BC","V6Z 1Y6","49.280614","-123.128913","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17654692&SiteResourceAgencyNum=17654607"
"LD-1700","Emergency Room Care","17654593","Providence Health Care Society","17654692","Emergency Health Services","Provides emergency health care services for Vancouver's downtown city centre and East Vancouver residents at two acute care hospitals. Services are prioritized based on the severity of a patient's condition upon arrival. St. Paul's Emergency Department specializes in complex and multiple diagnosis, surgery, internal medicine and speciality medicine. Mount Saint Joseph's Emergency Department offers full primary and secondary health services as well as providing specific multicultural services. Children are seen at this site, although there is no children's inpatient unit.","17654694","17654602","","https://www.providencehealthcare.org/hospitals-residences/mount-saint-joseph-hospital/emergency-services",,"Y","Translation services available","Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 08:00 - 20:00; Sun 08:00 - 20:00;","3080 Prince Edward Street","","","","Vancouver","BC","V5T 3N4","49.257699","-123.096358","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17654692&SiteResourceAgencyNum=17654602"
